student_id,lo_id,action,result,timestamp
8753,T82_LO2,backtrack,1,2025-05-02 11:14
2672,T101_LO8,revisit,0,2025-10-09 06:37
7537,T13_LO5,goto,1,2025-04-16 20:18
4006,T163_LO4,group_work,0,2025-01-08 23:37
516,T37_LO10,revisit,1,2025-10-10 10:18
1436,T125_LO4,backtrack,1,2025-08-12 10:36
6872,T109_LO1,stay,1,2025-11-07 13:10
326,T19_LO6,backtrack,1,2025-06-30 17:18
1573,T20_LO4,revisit,1,2025-04-29 12:53
8588,T163_LO4,revisit,1,2025-02-04 20:42
1659,T43_LO10,revisit,0,2025-11-14 09:32
2308,T62_LO3,revisit,1,2025-01-28 05:19
4835,T153_LO7,stay,1,2025-08-22 03:05
2233,T91_LO1,goto,0,2025-09-02 12:27
3403,T185_LO3,group_work,1,2025-03-03 15:11
1075,T133_LO10,stay,0,2025-08-23 16:30
2930,T129_LO9,group_work,1,2025-11-19 11:06
7211,T26_LO4,group_work,0,2025-05-25 00:32
1042,T89_LO9,stay,0,2025-11-02 00:14
1736,T50_LO1,stay,0,2025-04-15 06:32
8984,T185_LO9,stay,1,2025-05-25 10:00
1456,T104_LO5,group_work,1,2025-02-19 23:09
5706,T145_LO4,revisit,0,2025-05-22 11:54
6880,T184_LO3,goto,1,2025-08-28 02:15
6275,T133_LO2,NULL,1,2025-12-13 12:36
5440,T126_LO4,goto,1,2025-07-21 12:17
5841,T121_LO10,group_work,1,2025-11-16 07:52
6230,T117_LO4,revisit,1,2025-03-23 16:23
4739,T172_LO9,group_work,0,2025-10-21 08:05
205,T31_LO9,backtrack,0,2025-06-10 07:04
2461,T93_LO3,group_work,0,2025-05-25 18:40
5886,T150_LO9,goto,0,2025-11-27 17:18
8757,T148_LO6,NULL,1,2025-10-09 20:08
6157,T180_LO9,stay,0,2025-04-10 19:43
5533,T26_LO7,group_work,1,2025-06-30 05:44
6497,T124_LO3,stay,1,2025-11-19 07:26
6695,T44_LO2,group_work,0,2025-04-03 13:03
8775,T114_LO4,NULL,1,2025-04-12 06:14
2773,T100_LO2,revisit,0,2025-01-23 22:06
962,T166_LO5,revisit,1,2025-07-14 05:58
4013,T162_LO9,backtrack,0,2025-03-22 13:17
1381,T119_LO4,backtrack,0,2025-09-01 03:25
9888,T8_LO1,goto,1,2025-02-14 09:12
3189,T25_LO10,group_work,1,2025-09-30 20:46
1060,T48_LO6,group_work,0,2025-03-14 14:10
4144,T130_LO6,backtrack,1,2025-12-03 14:58
9156,T9_LO10,group_work,1,2025-01-28 10:59
7025,T2_LO2,backtrack,1,2025-03-28 09:28
44,T70_LO9,NULL,1,2025-05-12 11:05
8809,T116_LO10,group_work,1,2025-08-02 07:40
101,T149_LO1,NULL,1,2025-01-25 08:00
1571,T82_LO1,NULL,1,2025-10-03 14:08
8188,T182_LO9,backtrack,0,2025-03-26 21:31
5838,T26_LO3,stay,0,2025-03-09 00:09
9835,T59_LO6,group_work,0,2025-11-07 20:56
6917,T115_LO8,group_work,0,2025-02-06 07:35
9525,T74_LO1,NULL,0,2025-04-26 11:01
7095,T141_LO7,goto,0,2025-05-19 11:24
6661,T36_LO6,group_work,1,2025-09-10 04:34
2536,T45_LO6,goto,0,2025-07-28 23:04
1013,T87_LO7,group_work,0,2025-03-26 15:55
2942,T92_LO7,revisit,0,2025-05-28 13:10
3065,T36_LO9,group_work,1,2025-01-09 23:34
5774,T160_LO5,stay,0,2025-06-03 16:05
5917,T154_LO9,goto,0,2025-11-13 08:15
9628,T140_LO4,NULL,0,2025-05-18 13:05
4791,T50_LO3,goto,1,2025-04-16 07:37
7548,T187_LO4,NULL,0,2025-10-14 02:50
419,T195_LO8,stay,0,2025-12-11 12:58
486,T170_LO1,NULL,1,2025-01-31 10:17
9685,T152_LO9,NULL,1,2025-08-19 04:32
4881,T40_LO7,revisit,1,2025-10-01 05:09
7990,T90_LO10,group_work,0,2025-04-13 12:20
8449,T107_LO6,stay,0,2025-06-07 06:25
3638,T107_LO1,NULL,1,2025-11-12 10:34
6763,T173_LO2,backtrack,0,2025-04-23 04:05
566,T116_LO4,revisit,1,2025-07-01 19:51
6254,T48_LO8,stay,1,2025-03-16 21:50
3012,T195_LO7,revisit,1,2025-06-10 19:59
3779,T44_LO6,goto,1,2025-01-07 10:45
7742,T61_LO4,group_work,0,2025-03-24 18:18
3910,T73_LO1,NULL,0,2025-02-24 18:43
1548,T81_LO6,backtrack,1,2025-03-12 09:53
6329,T191_LO5,NULL,0,2025-09-05 00:16
5995,T127_LO7,revisit,0,2025-04-19 21:27
6893,T100_LO6,goto,0,2025-07-29 02:17
3036,T172_LO2,group_work,0,2025-03-28 00:50
7272,T26_LO8,backtrack,1,2025-06-09 09:49
1465,T90_LO5,revisit,0,2025-08-29 14:04
9747,T36_LO1,NULL,0,2025-03-04 15:48
2337,T52_LO10,revisit,0,2025-08-17 05:37
8020,T14_LO9,NULL,0,2025-10-21 13:43
5836,T89_LO5,NULL,0,2025-08-09 04:47
1489,T75_LO1,goto,0,2025-02-12 09:38
3432,T171_LO1,stay,1,2025-01-13 04:46
1305,T19_LO2,NULL,0,2025-03-10 07:47
52,T127_LO4,NULL,1,2025-02-24 06:28
9830,T73_LO7,backtrack,0,2025-06-22 13:43
4146,T32_LO6,stay,1,2025-10-02 19:29
2377,T167_LO5,goto,0,2025-12-10 06:05
675,T132_LO4,NULL,1,2025-07-29 10:54
953,T73_LO1,backtrack,1,2025-12-07 17:13
22,T18_LO4,group_work,0,2025-08-02 10:18
4787,T175_LO5,backtrack,1,2025-12-01 13:46
5088,T198_LO10,revisit,0,2025-08-27 11:00
1338,T6_LO1,group_work,0,2025-10-05 20:07
5690,T44_LO8,backtrack,0,2025-01-20 07:16
3867,T76_LO6,revisit,1,2025-10-31 17:54
9606,T52_LO9,group_work,1,2025-08-14 11:28
967,T23_LO8,goto,0,2025-01-14 04:17
2694,T157_LO2,backtrack,0,2025-11-12 12:22
6790,T153_LO6,stay,1,2025-05-09 23:12
1192,T21_LO2,stay,1,2025-08-28 14:05
4892,T198_LO9,group_work,0,2025-09-09 12:02
1353,T100_LO4,NULL,1,2025-10-23 05:48
5575,T25_LO2,backtrack,1,2025-05-17 17:16
7556,T170_LO3,NULL,1,2025-06-25 16:41
977,T105_LO6,revisit,0,2025-08-28 12:07
9200,T55_LO9,NULL,1,2025-07-08 00:31
6437,T135_LO1,stay,1,2025-01-17 07:36
4757,T177_LO7,stay,1,2025-03-08 04:12
7087,T122_LO6,NULL,0,2025-01-13 07:33
3554,T19_LO1,revisit,1,2025-07-19 22:10
9090,T79_LO7,backtrack,0,2025-06-04 21:23
1233,T159_LO9,NULL,0,2025-11-23 21:55
2343,T88_LO3,NULL,0,2025-09-01 01:31
9488,T198_LO6,goto,1,2025-05-31 08:49
9819,T153_LO2,group_work,1,2025-02-10 23:04
3524,T86_LO3,group_work,1,2025-05-01 02:21
2416,T138_LO10,NULL,0,2025-05-28 23:18
6906,T71_LO5,goto,0,2025-12-18 21:31
2713,T41_LO9,backtrack,0,2025-09-08 08:03
5554,T124_LO6,stay,0,2025-12-12 02:13
7679,T161_LO1,revisit,0,2025-01-07 00:45
4888,T37_LO4,group_work,1,2025-11-22 15:59
2694,T155_LO2,backtrack,1,2025-07-24 19:01
7820,T153_LO8,group_work,1,2025-08-07 12:10
3063,T21_LO3,revisit,0,2025-02-06 14:21
5898,T168_LO10,group_work,0,2025-02-01 01:06
8606,T192_LO7,goto,0,2025-06-16 06:52
7259,T151_LO3,group_work,1,2025-12-30 12:24
4620,T36_LO10,group_work,1,2025-08-06 15:35
9399,T29_LO7,stay,1,2025-02-16 01:16
2866,T131_LO2,backtrack,1,2025-10-18 05:22
5056,T171_LO10,goto,1,2025-10-20 07:37
5240,T145_LO10,backtrack,1,2025-10-21 08:35
7956,T111_LO4,backtrack,0,2025-08-29 23:34
1801,T50_LO5,goto,1,2025-01-24 21:30
4751,T64_LO9,stay,0,2025-03-28 07:28
2299,T8_LO6,backtrack,0,2025-08-28 12:19
1257,T68_LO8,goto,0,2025-01-24 14:40
5329,T173_LO6,revisit,1,2025-05-28 01:17
1174,T171_LO3,NULL,1,2025-03-30 06:28
579,T87_LO2,NULL,0,2025-02-05 16:38
7673,T74_LO10,revisit,0,2025-08-23 00:54
1059,T149_LO6,goto,0,2025-08-06 20:35
2777,T107_LO4,revisit,1,2025-04-24 22:06
6086,T192_LO10,stay,0,2025-02-16 11:04
7683,T76_LO1,stay,1,2025-06-09 22:25
9492,T191_LO8,stay,0,2025-07-04 14:32
9397,T108_LO4,backtrack,1,2025-05-11 19:29
61,T34_LO9,revisit,0,2025-06-11 18:02
5471,T195_LO10,revisit,0,2025-03-07 14:20
2359,T91_LO3,goto,1,2025-05-26 09:47
441,T151_LO1,revisit,0,2025-11-23 07:08
5638,T75_LO7,backtrack,1,2025-06-18 06:23
3917,T139_LO5,group_work,0,2025-08-07 23:54
8496,T135_LO7,group_work,0,2025-10-01 12:32
5447,T49_LO3,goto,1,2025-03-14 04:06
412,T71_LO10,group_work,1,2025-12-27 06:30
7849,T68_LO4,group_work,0,2025-01-03 17:16
2840,T43_LO2,group_work,0,2025-09-23 22:46
5665,T143_LO5,stay,1,2025-03-08 19:21
2822,T157_LO2,goto,1,2025-09-25 19:24
3074,T124_LO8,group_work,1,2025-11-19 04:59
1546,T123_LO3,revisit,0,2025-05-31 02:52
5453,T46_LO1,NULL,0,2025-07-23 02:27
5848,T194_LO4,goto,1,2025-12-03 19:11
7507,T156_LO2,NULL,0,2025-11-29 11:45
762,T53_LO1,backtrack,0,2025-03-21 20:19
8964,T141_LO10,group_work,0,2025-04-04 13:57
7208,T168_LO6,revisit,0,2025-04-13 19:21
2737,T134_LO7,backtrack,0,2025-04-05 21:11
6856,T81_LO1,NULL,1,2025-12-27 05:14
5769,T168_LO5,goto,0,2025-01-09 12:41
883,T49_LO9,group_work,1,2025-05-18 13:24
1981,T114_LO3,group_work,0,2025-09-04 05:20
4591,T28_LO1,backtrack,1,2025-04-29 06:43
5629,T15_LO2,backtrack,1,2025-10-13 05:22
5654,T145_LO8,backtrack,1,2025-08-16 04:59
9968,T174_LO4,NULL,1,2025-04-13 22:34
6209,T25_LO1,stay,0,2025-03-27 19:03
8192,T168_LO5,stay,0,2025-05-05 08:58
842,T152_LO1,group_work,1,2025-12-26 09:53
9323,T81_LO3,NULL,0,2025-10-21 04:52
4645,T87_LO7,goto,1,2025-03-06 13:59
5361,T37_LO8,goto,0,2025-05-22 01:10
4646,T137_LO10,NULL,0,2025-04-17 06:58
3281,T32_LO8,NULL,1,2025-03-30 22:23
8446,T112_LO10,backtrack,0,2025-03-31 15:20
9742,T117_LO1,backtrack,1,2025-07-30 12:47
6618,T69_LO6,goto,1,2025-04-23 22:27
3831,T83_LO2,NULL,0,2025-07-25 01:02
6826,T108_LO8,goto,0,2025-12-03 05:02
2039,T20_LO5,stay,1,2025-07-24 19:26
7244,T85_LO2,revisit,1,2025-08-13 23:49
2085,T193_LO6,group_work,1,2025-09-09 17:44
4463,T19_LO8,revisit,1,2025-03-12 06:15
9906,T32_LO8,stay,0,2025-12-21 01:48
7338,T24_LO4,stay,0,2025-07-12 05:50
7662,T7_LO9,revisit,1,2025-07-23 13:11
807,T131_LO5,backtrack,0,2025-06-27 09:20
4501,T67_LO1,NULL,1,2025-12-05 18:25
1572,T81_LO5,NULL,0,2025-02-22 17:57
7787,T112_LO4,revisit,1,2025-06-19 21:20
5523,T161_LO8,backtrack,1,2025-02-28 19:14
7384,T133_LO9,backtrack,0,2025-06-26 21:23
39,T172_LO5,revisit,1,2025-09-02 13:32
5996,T163_LO9,NULL,0,2025-01-27 15:36
7175,T103_LO1,goto,1,2025-02-14 02:29
8768,T171_LO2,backtrack,0,2025-01-06 02:09
7359,T36_LO1,stay,0,2025-11-24 01:37
3063,T85_LO8,backtrack,1,2025-11-25 11:19
1544,T26_LO1,goto,0,2025-06-08 00:45
4124,T108_LO7,group_work,0,2025-07-30 18:40
1160,T57_LO6,NULL,1,2025-04-05 11:42
8303,T9_LO8,group_work,1,2025-02-02 08:24
6123,T11_LO10,group_work,1,2025-03-08 20:46
6410,T78_LO8,goto,1,2025-05-10 10:37
9491,T37_LO7,stay,0,2025-10-12 18:49
308,T30_LO3,stay,0,2025-10-14 23:32
7519,T144_LO6,backtrack,1,2025-10-02 14:58
7059,T38_LO2,backtrack,1,2025-06-11 06:38
4684,T126_LO8,revisit,0,2025-07-17 08:53
2791,T195_LO2,backtrack,0,2025-02-16 16:02
858,T138_LO9,revisit,1,2025-04-26 11:51
8193,T169_LO6,stay,1,2025-08-09 04:07
6122,T62_LO7,NULL,1,2025-06-17 12:51
3387,T30_LO3,NULL,1,2025-04-20 23:19
8936,T49_LO9,stay,1,2025-04-08 01:10
2390,T151_LO7,goto,1,2025-12-29 13:50
9940,T178_LO1,NULL,1,2025-02-04 04:53
2889,T101_LO8,revisit,0,2025-03-19 14:38
7200,T62_LO6,goto,0,2025-02-24 23:22
5623,T197_LO9,goto,1,2025-08-07 16:51
6850,T129_LO1,NULL,1,2025-06-22 17:04
8770,T185_LO8,goto,0,2025-05-13 12:45
2506,T114_LO10,NULL,1,2025-08-01 16:52
1056,T144_LO7,goto,0,2025-06-12 10:51
1395,T11_LO5,group_work,0,2025-10-24 01:19
9135,T100_LO4,group_work,1,2025-04-29 08:38
8414,T193_LO4,group_work,1,2025-03-06 13:03
8163,T162_LO1,revisit,0,2025-08-19 14:14
906,T94_LO5,backtrack,0,2025-09-16 11:52
6690,T32_LO7,NULL,0,2025-05-24 22:48
9966,T149_LO3,goto,0,2025-02-23 14:15
6122,T109_LO3,backtrack,1,2025-02-01 07:26
5693,T90_LO2,goto,0,2025-10-12 22:22
2371,T193_LO3,backtrack,0,2025-11-13 22:21
5218,T178_LO3,group_work,1,2025-02-18 01:12
8938,T52_LO6,group_work,0,2025-09-11 20:50
7814,T129_LO3,NULL,0,2025-05-29 22:05
1613,T87_LO4,group_work,0,2025-08-30 03:07
4427,T124_LO10,backtrack,1,2025-09-14 07:09
9725,T162_LO8,group_work,1,2025-09-10 19:39
6861,T160_LO5,goto,0,2025-12-02 06:57
4476,T11_LO2,NULL,1,2025-09-23 16:21
2814,T58_LO5,NULL,0,2025-10-15 21:29
9657,T55_LO1,goto,1,2025-12-20 07:26
8054,T35_LO3,goto,0,2025-08-24 11:25
7355,T60_LO8,group_work,1,2025-09-30 18:16
7761,T61_LO5,backtrack,0,2025-09-01 01:25
6746,T45_LO10,group_work,1,2025-11-29 12:02
7495,T181_LO7,backtrack,0,2025-12-08 16:29
7099,T86_LO2,backtrack,0,2025-01-22 14:36
2487,T27_LO7,group_work,1,2025-01-13 01:07
3475,T22_LO4,group_work,0,2025-03-12 06:02
3905,T7_LO9,group_work,0,2025-10-05 08:37
7986,T118_LO6,NULL,1,2025-07-14 16:19
1171,T117_LO10,NULL,0,2025-10-09 11:06
4707,T126_LO9,goto,1,2025-12-17 15:23
9935,T73_LO7,group_work,1,2025-12-17 19:05
2395,T114_LO1,stay,0,2025-08-22 05:04
8533,T90_LO1,revisit,1,2025-02-09 16:54
584,T169_LO6,stay,0,2025-06-18 15:08
6217,T47_LO10,goto,1,2025-10-25 01:25
2550,T34_LO3,stay,1,2025-07-09 11:34
7001,T199_LO3,backtrack,1,2025-06-09 09:49
8517,T189_LO8,revisit,0,2025-09-28 06:59
1533,T117_LO6,stay,1,2025-06-20 22:16
9304,T178_LO6,NULL,0,2025-08-16 20:41
4408,T19_LO9,stay,1,2025-10-10 15:31
2558,T76_LO3,revisit,1,2025-11-19 01:23
5090,T46_LO8,backtrack,0,2025-11-05 12:51
3546,T14_LO5,revisit,0,2025-01-11 07:02
7169,T175_LO3,backtrack,0,2025-08-12 11:56
8230,T123_LO1,backtrack,1,2025-11-11 12:26
3102,T119_LO9,goto,0,2025-11-30 09:48
6211,T51_LO2,backtrack,1,2025-12-29 05:12
4548,T109_LO6,backtrack,1,2025-07-21 21:02
6201,T30_LO4,goto,1,2025-09-05 03:59
921,T134_LO2,goto,1,2025-01-27 11:24
4154,T200_LO4,backtrack,1,2025-04-10 00:54
2729,T30_LO3,group_work,0,2025-08-16 10:18
2618,T169_LO9,backtrack,1,2025-02-17 08:24
1917,T45_LO3,goto,0,2025-10-22 12:46
7651,T71_LO1,group_work,1,2025-03-10 02:22
607,T155_LO7,stay,0,2025-02-22 14:26
3313,T40_LO9,revisit,1,2025-07-18 14:55
7805,T82_LO10,stay,0,2025-02-06 05:24
9380,T56_LO7,group_work,0,2025-04-21 15:15
4190,T158_LO2,group_work,1,2025-12-17 17:49
1992,T47_LO6,NULL,0,2025-07-30 11:39
1122,T193_LO8,goto,1,2025-03-06 02:49
7905,T192_LO10,group_work,1,2025-11-17 21:12
962,T95_LO5,stay,1,2025-09-11 07:01
7063,T150_LO5,backtrack,1,2025-09-13 23:24
1306,T150_LO5,stay,0,2025-03-23 18:06
8718,T144_LO5,revisit,1,2025-07-17 20:19
6184,T95_LO1,goto,0,2025-05-24 07:38
468,T176_LO10,stay,0,2025-02-14 00:41
9043,T10_LO1,stay,1,2025-06-01 03:58
9994,T79_LO3,stay,0,2025-12-02 16:49
6157,T55_LO4,revisit,0,2025-11-29 16:55
4073,T19_LO8,revisit,1,2025-06-28 12:46
1044,T6_LO6,stay,0,2025-11-09 21:24
7090,T147_LO3,NULL,1,2025-08-15 23:39
7379,T190_LO3,goto,0,2025-07-08 18:52
6572,T87_LO5,group_work,0,2025-10-05 07:37
2542,T103_LO2,stay,1,2025-05-20 21:53
1446,T95_LO2,backtrack,0,2025-03-06 21:58
3504,T14_LO6,goto,0,2025-04-15 03:23
2915,T77_LO9,backtrack,0,2025-12-13 03:04
2840,T166_LO4,stay,0,2025-10-11 08:05
3686,T39_LO5,revisit,0,2025-03-26 12:49
3382,T197_LO2,stay,0,2025-04-24 16:48
1509,T22_LO6,stay,1,2025-06-02 21:46
5068,T74_LO8,backtrack,1,2025-11-28 20:40
6016,T176_LO8,revisit,0,2025-02-24 12:35
7090,T142_LO6,backtrack,1,2025-07-05 03:51
6264,T146_LO5,backtrack,1,2025-12-19 04:08
9929,T139_LO5,backtrack,1,2025-12-22 09:45
6405,T169_LO1,revisit,0,2025-10-07 10:26
2195,T40_LO3,revisit,1,2025-12-10 19:07
5017,T96_LO3,group_work,1,2025-04-22 12:37
3670,T48_LO9,goto,1,2025-07-10 16:52
5253,T173_LO10,NULL,1,2025-10-21 10:31
789,T82_LO8,stay,0,2025-09-04 09:44
8421,T54_LO5,stay,1,2025-04-14 23:43
7171,T159_LO2,backtrack,1,2025-05-26 19:31
1236,T69_LO9,backtrack,0,2025-09-02 14:48
903,T33_LO9,group_work,1,2025-11-10 14:09
1307,T187_LO2,NULL,1,2025-08-21 07:30
2998,T44_LO9,NULL,1,2025-12-10 02:02
7301,T86_LO5,goto,1,2025-09-12 23:10
4950,T44_LO9,backtrack,0,2025-06-14 08:24
6154,T109_LO8,revisit,0,2025-07-11 05:05
9109,T74_LO2,backtrack,0,2025-03-18 07:09
3448,T110_LO10,stay,0,2025-06-23 22:29
698,T53_LO2,stay,1,2025-05-24 09:56
6789,T125_LO9,group_work,0,2025-01-29 07:10
7836,T3_LO6,group_work,0,2025-09-14 16:45
5634,T164_LO4,NULL,1,2025-01-22 05:24
7400,T105_LO4,stay,1,2025-12-25 12:16
3923,T46_LO4,goto,0,2025-11-18 03:45
5611,T6_LO6,NULL,1,2025-11-13 09:52
3282,T172_LO3,backtrack,0,2025-09-27 10:44
3254,T161_LO8,group_work,0,2025-10-29 14:11
9323,T196_LO6,stay,1,2025-04-18 02:04
3402,T60_LO3,NULL,1,2025-11-15 09:40
1615,T67_LO4,stay,0,2025-12-20 04:52
3249,T110_LO8,stay,0,2025-06-05 14:03
2609,T11_LO2,group_work,1,2025-06-16 03:18
2309,T28_LO1,goto,0,2025-07-10 22:14
5586,T40_LO8,revisit,0,2025-03-05 11:07
2884,T158_LO4,backtrack,0,2025-05-30 15:37
8830,T123_LO7,stay,0,2025-07-06 06:56
277,T120_LO4,group_work,0,2025-07-23 14:23
724,T128_LO6,backtrack,1,2025-04-16 11:18
9401,T86_LO10,revisit,0,2025-09-18 03:43
739,T104_LO7,NULL,1,2025-03-16 12:37
1746,T190_LO8,backtrack,0,2025-09-19 03:51
2369,T69_LO4,revisit,1,2025-01-05 17:15
1143,T10_LO2,goto,1,2025-12-22 08:08
2891,T105_LO7,NULL,1,2025-03-10 21:23
2556,T94_LO2,group_work,0,2025-09-12 02:58
2136,T187_LO2,revisit,1,2025-11-01 03:54
2943,T1_LO5,group_work,0,2025-05-26 14:24
7288,T9_LO7,stay,0,2025-11-28 06:43
2990,T40_LO2,backtrack,1,2025-08-20 08:59
2092,T182_LO1,backtrack,1,2025-10-17 07:18
9132,T138_LO4,NULL,0,2025-12-11 20:55
1671,T2_LO7,revisit,0,2025-04-03 15:31
9451,T49_LO3,revisit,0,2025-04-28 21:31
6570,T113_LO6,stay,1,2025-06-21 10:07
6186,T50_LO1,group_work,0,2025-10-31 00:47
7918,T169_LO9,group_work,1,2025-01-28 05:44
97,T46_LO4,revisit,1,2025-01-28 07:59
2132,T166_LO9,NULL,1,2025-08-20 12:49
8259,T37_LO8,revisit,0,2025-12-14 01:26
2811,T146_LO9,NULL,0,2025-11-05 07:15
4210,T34_LO9,revisit,0,2025-11-25 01:17
2430,T167_LO1,backtrack,0,2025-02-27 15:17
3743,T136_LO2,group_work,1,2025-07-19 16:48
8843,T169_LO7,NULL,0,2025-04-19 20:32
7927,T51_LO3,group_work,0,2025-06-12 16:51
8445,T114_LO2,stay,0,2025-11-27 17:39
3392,T62_LO10,group_work,0,2025-07-05 08:53
2191,T51_LO8,NULL,1,2025-03-22 03:21
1269,T79_LO3,group_work,1,2025-11-04 03:36
4513,T114_LO10,backtrack,0,2025-09-24 10:18
5287,T142_LO2,backtrack,0,2025-07-09 10:19
7667,T163_LO2,NULL,0,2025-09-05 09:38
8535,T53_LO5,goto,1,2025-10-06 14:39
9124,T159_LO3,group_work,0,2025-05-08 03:22
797,T140_LO1,NULL,0,2025-12-04 07:31
8950,T120_LO4,revisit,0,2025-04-29 00:04
8403,T136_LO3,stay,0,2025-08-18 17:09
1068,T174_LO10,stay,0,2025-06-12 06:23
1313,T5_LO2,group_work,0,2025-07-20 20:28
8450,T111_LO6,backtrack,0,2025-11-29 15:56
708,T51_LO4,group_work,1,2025-12-26 17:53
1662,T6_LO6,revisit,1,2025-02-10 23:06
4286,T82_LO2,goto,0,2025-06-20 13:22
3181,T115_LO7,backtrack,1,2025-11-09 22:26
2898,T103_LO10,group_work,0,2025-08-27 07:15
5995,T116_LO7,NULL,1,2025-05-16 19:03
7159,T76_LO8,goto,1,2025-06-17 16:41
6047,T194_LO4,NULL,0,2025-03-11 18:11
3987,T5_LO8,NULL,0,2025-07-16 11:58
5457,T89_LO1,group_work,0,2025-12-10 12:02
5750,T10_LO10,revisit,0,2025-06-04 23:46
3281,T117_LO7,revisit,0,2025-01-03 18:15
6899,T158_LO4,revisit,0,2025-12-09 08:05
5420,T109_LO6,revisit,0,2025-08-18 08:49
7224,T121_LO8,stay,1,2025-07-30 03:51
739,T193_LO5,goto,0,2025-03-17 09:01
6772,T78_LO7,backtrack,1,2025-11-30 06:21
3962,T22_LO8,revisit,0,2025-10-10 01:19
802,T40_LO3,revisit,1,2025-02-09 21:44
9636,T169_LO6,stay,0,2025-11-13 03:07
4262,T187_LO2,stay,0,2025-07-13 21:41
2247,T121_LO4,stay,1,2025-08-10 01:09
2928,T88_LO2,goto,1,2025-12-09 21:49
8481,T77_LO6,NULL,0,2025-03-22 11:25
7977,T59_LO1,NULL,0,2025-03-02 15:13
1872,T163_LO5,backtrack,0,2025-08-20 19:52
3633,T104_LO1,goto,1,2025-03-11 02:51
4369,T28_LO6,NULL,0,2025-08-08 13:51
448,T35_LO1,backtrack,0,2025-02-06 14:03
4404,T1_LO8,stay,0,2025-05-06 13:37
3744,T16_LO1,stay,0,2025-02-02 08:31
7862,T131_LO4,backtrack,1,2025-03-20 08:17
5165,T43_LO2,stay,0,2025-12-05 06:33
3292,T16_LO5,goto,0,2025-04-15 17:38
5728,T72_LO6,stay,0,2025-01-02 03:19
7207,T6_LO2,group_work,1,2025-04-28 09:13
6586,T89_LO7,backtrack,0,2025-09-19 11:49
2409,T111_LO8,NULL,0,2025-09-28 06:29
5529,T145_LO4,stay,0,2025-05-23 11:06
6127,T97_LO5,backtrack,0,2025-08-08 17:38
4456,T141_LO4,goto,1,2025-04-22 12:43
1217,T124_LO3,NULL,1,2025-06-17 06:48
1909,T186_LO4,group_work,1,2025-03-13 19:32
8776,T74_LO6,backtrack,1,2025-03-18 17:51
5875,T25_LO6,backtrack,0,2025-05-15 16:04
4782,T133_LO2,stay,0,2025-07-20 10:13
5734,T186_LO6,backtrack,0,2025-10-19 03:36
4056,T73_LO1,revisit,0,2025-12-30 20:25
8945,T16_LO5,stay,1,2025-09-22 16:17
2402,T174_LO1,backtrack,0,2025-05-24 19:38
1556,T63_LO10,backtrack,0,2025-01-16 03:45
9847,T127_LO8,stay,0,2025-05-06 03:26
1779,T58_LO5,NULL,0,2025-08-09 16:22
680,T73_LO1,group_work,0,2025-01-02 13:56
7528,T148_LO8,NULL,1,2025-04-21 21:14
3963,T125_LO1,goto,0,2025-04-04 20:34
6320,T6_LO10,stay,0,2025-04-25 10:08
2842,T181_LO7,revisit,0,2025-06-13 15:21
1183,T126_LO1,group_work,0,2025-08-23 10:30
4895,T36_LO9,backtrack,1,2025-11-13 14:52
5316,T37_LO4,group_work,1,2025-11-13 16:46
3562,T62_LO5,stay,1,2025-11-02 03:26
8794,T65_LO7,backtrack,0,2025-07-12 09:47
8776,T50_LO3,group_work,1,2025-02-03 22:04
6368,T44_LO7,revisit,0,2025-01-27 17:04
4999,T23_LO7,revisit,1,2025-11-26 04:07
3095,T63_LO10,group_work,0,2025-05-18 02:30
321,T49_LO10,NULL,0,2025-06-08 01:53
5846,T111_LO2,NULL,0,2025-03-16 12:54
40,T1_LO4,backtrack,0,2025-01-04 10:25
4334,T161_LO2,revisit,1,2025-03-26 10:06
2799,T166_LO1,revisit,0,2025-12-16 22:31
5131,T185_LO1,NULL,0,2025-02-27 00:15
2040,T52_LO6,stay,0,2025-10-23 05:11
199,T7_LO6,backtrack,0,2025-07-16 04:52
7294,T28_LO8,NULL,0,2025-05-16 22:59
4699,T162_LO6,revisit,0,2025-01-31 16:47
6116,T120_LO8,goto,0,2025-04-04 15:58
5223,T107_LO5,NULL,1,2025-01-01 16:19
6042,T117_LO5,stay,1,2025-03-31 06:50
3954,T81_LO1,NULL,1,2025-06-25 21:45
4759,T17_LO9,stay,0,2025-07-05 21:03
5648,T192_LO2,NULL,0,2025-03-26 11:27
9376,T155_LO8,backtrack,0,2025-01-21 04:49
7795,T138_LO2,group_work,1,2025-09-19 21:47
6139,T149_LO7,revisit,0,2025-06-27 17:28
4392,T200_LO6,backtrack,0,2025-06-27 11:30
3291,T72_LO2,NULL,1,2025-05-16 16:24
283,T40_LO6,revisit,1,2025-01-25 13:15
9091,T148_LO6,group_work,0,2025-12-06 17:59
1018,T156_LO9,stay,0,2025-06-30 13:18
2065,T145_LO3,group_work,0,2025-11-22 08:19
7461,T74_LO10,revisit,0,2025-09-03 16:32
670,T26_LO10,NULL,0,2025-09-27 10:51
4211,T119_LO1,stay,1,2025-09-26 22:47
6988,T34_LO3,group_work,0,2025-05-22 15:51
1948,T109_LO2,stay,1,2025-03-05 23:10
2303,T4_LO2,stay,1,2025-12-07 21:01
8236,T35_LO8,backtrack,1,2025-10-15 19:51
5744,T36_LO3,group_work,1,2025-02-07 11:27
